Credit_History,Loan_Amount_Term,Is_Standard_Term,Income_to_LoanTerm_Interaction,Property_Area_Semiurban,Property_Area_Urban,Married,Education,Dependents,Loan_Status
1,0.0,1,0.5228073048890345,0,1,1,1,0,0
1,0.0,1,0.11170256326263206,1,0,1,1,1,1
0,-180.0,0,-1.0192449430841044,0,0,1,0,1,0
1,0.0,1,-0.16280402915404144,1,0,1,1,3,1
1,0.0,1,-0.8805175661289002,0,1,0,1,0,1
1,0.0,1,1.6352469085251002,0,0,0,1,2,1
1,0.0,1,2.413356809434117,0,0,1,1,2,1
1,-60.0,0,0.6072120765430077,1,0,1,1,2,1
0,0.0,1,-0.1451150601916305,1,0,1,1,2,0
1,0.0,1,2.413356809434117,1,0,1,1,1,1
1,0.0,1,-0.20899189255589223,0,1,1,1,2,0
1,0.0,1,-0.27450659241667347,0,0,0,0,0,1
1,0.0,1,-0.685611334043076,0,0,1,0,3,1
1,0.0,1,0.014740807468675784,1,0,1,1,0,1
1,0.0,1,1.849152403570551,1,0,1,1,0,1
1,0.0,1,1.0302186553107853,1,0,1,1,2,1
1,0.0,1,-0.26009335844730164,0,0,1,0,1,1
0,0.0,1,-0.5375481123577103,0,0,0,1,2,0
1,0.0,1,2.413356809434117,0,1,1,1,1,0
1,0.0,1,0.48415363197117356,1,0,1,1,2,1
1,0.0,1,-0.9018098435836541,0,1,0,1,0,0
1,0.0,1,0.09696175579395627,1,0,0,0,0,1
1,0.0,1,0.41798378511178447,0,1,1,0,1,1
1,0.0,1,-0.49037752845794774,0,0,0,0,0,1
1,0.0,1,2.413356809434117,1,0,0,0,0,1
0,0.0,1,0.18540660060601097,0,0,1,1,0,0
1,-276.0,0,-1.3754483662271721,1,0,1,1,1,1
1,0.0,1,-0.2908852673818688,0,0,1,0,0,1
1,-348.0,0,-1.6177544836622717,0,1,1,1,0,1
1,0.0,1,-0.7511260339038571,1,0,1,1,1,1
0,0.0,1,1.8052575546638276,0,0,0,1,0,0
1,120.0,0,0.19086615892774275,0,0,0,1,0,1
1,0.0,1,-0.6646466300876259,1,0,0,1,0,1
1,0.0,1,1.7364671198100075,1,0,1,1,2,1
1,0.0,1,1.3640160511014658,0,0,1,0,1,0
1,-60.0,0,-0.25348729287800614,1,0,1,0,0,1
1,0.0,1,0.8968962410940955,0,0,1,1,2,1
1,0.0,1,2.413356809434117,0,1,1,1,0,1
1,0.0,1,-0.5257554663827696,0,1,0,1,0,0
1,0.0,1,0.09958234378838753,0,1,1,1,0,1
1,0.0,1,2.413356809434117,0,1,0,1,1,1
1,0.0,1,-0.09925477028908361,0,0,0,0,0,0
1,0.0,1,0.9437392514945541,1,0,1,1,1,1
1,0.0,1,0.04258455490950782,0,1,1,1,2,1
1,-180.0,0,-0.258783064450086,1,0,1,1,0,0
1,0.0,1,1.40627303251167,0,0,0,1,0,0
1,0.0,1,0.5588403898124642,0,0,1,1,3,1
1,120.0,0,-0.09958234378838753,1,0,1,1,2,1
0,0.0,1,-0.10285807878142658,1,0,1,0,0,0
1,0.0,1,0.4618786340185079,1,0,0,1,0,0
1,0.0,1,-0.5857014167553845,0,0,0,0,0,0
1,0.0,1,-0.4107771681270985,1,0,1,0,2,1
1,0.0,1,-0.8805175661289002,1,0,0,1,0,1
1,0.0,1,0.6266481041683728,0,0,1,1,3,1
1,0.0,1,2.413356809434117,0,0,1,1,2,1
1,0.0,1,0.517238555400868,1,0,0,1,0,0
1,0.0,1,2.413356809434117,0,0,1,1,2,1
1,0.0,1,-0.46286135451641963,1,0,1,1,0,1
0,0.0,1,0.500204733437065,1,0,1,0,1,1
1,0.0,1,-0.39538121365981493,1,0,0,0,1,1
1,0.0,1,0.5224797313897306,1,0,0,0,0,1
1,0.0,1,0.43796576856932273,0,0,1,1,0,1
1,0.0,1,-0.297109163868643,0,1,1,1,3,1
0,0.0,1,-0.5241175988862501,0,0,0,1,2,0
1,0.0,1,1.9857505527802801,1,0,0,1,1,0
1,0.0,1,2.413356809434117,0,1,0,0,0,1
1,0.0,1,-0.19523380558512815,0,0,0,0,0,1
1,0.0,1,1.5890590451232496,0,1,1,1,0,1
1,0.0,1,-0.5146179674064368,1,0,0,1,2,1
1,0.0,1,-0.5683400212922775,0,0,1,0,0,0
1,-180.0,0,-0.6484317418720825,0,0,1,1,3,1
1,-180.0,0,-0.4787486692326591,1,0,1,1,1,1
0,0.0,1,-0.9990991728769143,1,0,0,1,0,0
1,0.0,1,-0.5031528949308001,1,0,0,1,1,1
1,0.0,1,-0.13921873720416017,0,1,1,0,1,1
1,0.0,1,-0.4939808369502907,1,0,1,0,0,1
1,0.0,1,-0.15395954467283596,0,0,1,1,0,1
1,-324.0,0,-1.5894521333224143,1,0,0,0,0,0
1,0.0,1,-0.28793710588813365,0,0,0,1,0,1
0,0.0,1,-0.06158381786913439,1,0,0,1,0,0
1,0.0,1,-0.12677094423061175,0,0,1,1,0,1
0,0.0,1,0.47334370649414464,0,0,1,1,2,0
1,0.0,1,-0.10515109327655393,0,0,1,0,1,1
1,0.0,1,0.4569650315289493,0,1,1,1,1,1
0,0.0,1,-0.13135697322086642,0,1,1,0,0,0
0,-180.0,0,-0.4122512488739661,0,0,1,1,0,0
1,0.0,1,0.4297764310867251,1,0,1,1,1,1
1,0.0,1,-0.2935058553763001,0,1,0,1,0,1
1,0.0,1,1.6218163950536402,1,0,1,1,3,1
1,0.0,1,0.44812054704774384,1,0,1,1,0,1
1,0.0,1,0.4251904020964704,1,0,1,1,0,1
1,0.0,1,-0.4163459176152649,1,0,1,0,2,1
1,0.0,1,2.413356809434117,1,0,1,1,1,1
1,0.0,1,0.9136024895585947,0,0,1,1,0,1
1,0.0,1,0.20047498157399066,1,0,0,0,0,1
0,0.0,1,1.1828679059864058,0,1,1,1,2,0
1,0.0,1,-0.23618049299811644,0,0,1,0,0,1
1,0.0,1,-0.6076488412087462,0,1,0,1,0,1
0,0.0,1,0.2332323315043813,0,0,1,1,3,0
1,0.0,1,-0.9204815330439767,0,1,0,1,0,0
0,0.0,1,0.013758086970764066,0,1,1,1,0,0
1,0.0,1,-0.006879043485382033,0,1,1,1,1,1
0,0.0,1,0.4517238555400868,0,1,1,1,0,0
1,0.0,1,2.413356809434117,0,1,1,1,2,1
1,120.0,0,1.6854748450850325,1,0,1,0,2,0
1,0.0,1,0.3989845221521579,1,0,1,1,3,0
1,-276.0,0,-1.4227608986432998,0,1,1,1,2,1
0,0.0,1,0.035705511424125785,1,0,1,1,0,0
1,0.0,1,0.2555073294570469,0,1,0,1,0,1
1,0.0,1,-0.384571288182786,0,0,1,1,1,1
1,0.0,1,0.29841945786585866,0,1,0,1,0,1
1,0.0,1,0.4428793710588813,1,0,1,1,2,1
1,0.0,1,2.413356809434117,0,1,0,1,0,0
1,0.0,1,-0.6623536155924986,1,0,1,1,0,1
1,0.0,1,-1.083613135697322,0,0,1,1,1,0
0,0.0,1,-0.15854557366309066,0,0,1,1,1,0
1,-276.0,0,-1.142783828788251,0,0,1,1,1,0
1,0.0,1,-0.44844812054704775,0,1,1,1,0,1
1,0.0,1,-0.9902546883957087,1,0,0,0,0,1
1,0.0,1,-0.14347719269511097,1,0,0,1,0,1
0,0.0,1,-0.8064859552862174,1,0,1,1,2,0
1,-180.0,0,-0.6485955286217345,1,0,1,1,0,1
1,-120.0,0,-0.3891573171730407,1,0,1,1,2,0
1,0.0,1,1.3656539185979855,1,0,0,1,3,1
1,-180.0,0,-0.5269019736303333,0,0,1,1,0,1
1,0.0,1,2.413356809434117,0,1,1,1,0,1
1,0.0,1,-0.44386209155679307,0,0,0,0,0,1
1,0.0,1,0.7190238309720743,0,0,1,0,2,0
0,0.0,1,-0.7209892719678977,1,0,0,1,0,0
1,0.0,1,1.5641634591761526,0,0,1,1,0,1
1,0.0,1,0.19392351158791254,0,1,1,1,2,1
1,-180.0,0,0.35695274752272543,0,1,0,1,3,0
1,0.0,1,0.16313160265334534,0,0,1,0,0,1
1,0.0,1,0.16870035214151174,0,1,1,1,3,1
1,0.0,1,0.9136024895585947,0,0,0,1,0,1
1,0.0,1,2.23143067725821,1,0,1,1,1,1
1,-180.0,0,-0.6839734665465563,0,1,1,0,0,0
1,0.0,1,0.2332323315043813,1,0,1,1,1,1
1,0.0,1,0.06879043485382033,0,0,1,0,2,1
1,0.0,1,-0.0019654409958234378,0,0,1,1,0,1
1,0.0,1,-0.7494881664073376,0,0,0,1,0,1
1,-180.0,0,-1.0269429203177463,0,0,1,1,3,1
1,0.0,1,1.0233396118254032,0,1,1,1,1,1
1,0.0,1,0.7845385308328556,0,1,1,1,2,1
0,0.0,1,-0.19818196707886332,1,0,0,1,0,0
